id,author,rating,title,content,version,date,country,platform,vote_count
14422995362,1stGramma,1,Wireless issues,Can’t get it to stay online.,26.2.0,2026-08-13T07:47:53-07:00,us,iOS App Store,0
14422832571,DinkyIL,4,Good App,So far alright!,26.2.0,2026-08-13T07:02:06-07:00,us,iOS App Store,0
14422142617,AngryPurpleBird49,1,Horrible,"I wish I had never bought this product, it doesn’t work like it is supposed to!",26.2.0,2026-08-13T03:25:31-07:00,us,iOS App Store,0
14421294365,JCLEYVA,1,Blank pages,Terrible fraud service / they steal your money and crash your printer,26.2.0,2026-08-12T21:39:32-07:00,us,iOS App Store,0
14420965242,Todo apunta a Jesús,5,Me gusto,Está bien y fácil,26.2.0,2026-08-12T19:27:32-07:00,us,iOS App Store,0
14420719214,Use-hp,1,"Doesn't work, paper size mismatch error",Paper mismatch error,26.2.0,2026-08-12T17:57:20-07:00,us,iOS App Store,0
14420416358,Theccrider,4,There are no instructions good enough. No regrets,"I am finally learning what all
You can do with the app, like print directly from your files.",26.2.0,2026-08-12T16:01:01-07:00,us,iOS App Store,0
14420313363,3JessRed3,1,HP Smart,"Unbelievable, I have printed direct to my printer from my phone always until today. I had to go to the App Store and download an app today. This HP Smart App and now to print I also need to pay for this app! How r they able to do this? I will never be able to print from my phone again after over 20 years of printing from my phone as I cannot afford to pay for this app at all. Absolutely unacceptable!!",26.2.0,2026-08-12T15:20:47-07:00,us,iOS App Store,0
14420154575,D'L💕,5,Easy to use,"In the past it has been a hassle to work with my computer phone and copier.  But now with all the latest updates it is much easier to copy, share and print from my computer or my phone🥰",26.2.0,2026-08-12T14:20:39-07:00,us,iOS App Store,0
14420102632,Annamaria578,5,Easy to set up,App works ok doesn’t let me print immediately from the picture it says printer not connected,26.2.0,2026-08-12T14:01:42-07:00,us,iOS App Store,0
14420077311,Chuck 04,1,Poor App,Won’t change paper setting.,26.2.0,2026-08-12T13:52:35-07:00,us,iOS App Store,0
14419730540,$10 Discount,5,Scanning is easy.,Great,26.2.0,2026-08-12T11:50:02-07:00,us,iOS App Store,0
14419535445,Hp user 54,5,Rod,I would never use another product but HP. From my first purchase of an HP 12-c until now.,26.2.0,2026-08-12T10:43:46-07:00,us,iOS App Store,0
14419223449,Mae.🐝,3,"Mostly works, mobile fax function needs attention","Connects to printer fine, but the app is oversimplified and has way too much space being taken up with a storefront. For some reason, I can access photos, files, and cloud storage ONLY from the photo editor. When I go to fax, I can only select photos or cloud storage. Faxing from the file itself only works if I only need to send one file at a time- I can’t attach more than one. Zero help to be found online and a virtual assistant isn’t going to do anything but recommend contacting customer support. REALLY weird oversight, HP.",26.2.0,2026-08-12T09:07:11-07:00,us,iOS App Store,0
14419113497,Chatster2,1,Not printing,Can’t print,26.2.0,2026-08-12T08:35:17-07:00,us,iOS App Store,0
14419010721,kevstir321,1,I hate this,Requiring me to have an account is a crazy design and the UI is confusing and the ink levels are wrong. The app is set up to seek you stuff not help you print.,26.2.0,2026-08-12T08:06:03-07:00,us,iOS App Store,0
14418508189,Bab’s yum,3,Will not print,Printer stopped working in the middle of a job and would not restart constantly having to try to reboot,26.2.0,2026-08-12T05:42:44-07:00,us,iOS App Store,0
14417302246,E-rock84,1,Have to keep app open,Kinda inconvenient when you print several photos at a time and you have to leave the app open for it to finish.,26.2.0,2026-08-11T21:56:56-07:00,us,iOS App Store,0
14416922301,Dumbest printer ever,1,Deskjet2855e,This is the stupidest freaking printer to exist.,26.2.0,2026-08-11T19:24:06-07:00,us,iOS App Store,0
14416605968,_cArliA,1,Customer Service is poor,"after trying numerous steps online watching YouTube videos, I finally  called customer service, held  for over an hour. I finally got a hold of someone. They transferred me to a different department and an operator came on and said we cannot take your call at this time. Call back later what kind of customer service is that? I don’t feel valued as a customer HP don’t care nothing about their customers. Creating a system like this.",26.2.0,2026-08-11T17:27:54-07:00,us,iOS App Store,0
14416558330,pooremote,2,Hp,This printer/ scanner been giving me problems since day one,26.2.0,2026-08-11T17:10:05-07:00,us,iOS App Store,0
14416462461,Cold Mountains,5,Amazing,"Launching my new printer, the photo scan option is a fantastic unexpected feature!",26.2.0,2026-08-11T16:32:51-07:00,us,iOS App Store,0
14415472675,BankUser9009,3,Useful app,It’s a little slow for a 5 star review - spruce up the speed and it’s 5 out of 5.,26.2.0,2026-08-11T10:38:54-07:00,us,iOS App Store,0
14415458761,ZulSamy,5,Very,Very good,26.2.0,2026-08-11T10:34:29-07:00,us,iOS App Store,0
14415376389,SavageWick,1,Not worth it,Can’t even connect the printer makes no damn sense,26.2.0,2026-08-11T10:08:41-07:00,us,iOS App Store,0
14415138332,Ilp135,1,Number of pages unknown.,You use to be able to check how many pages you have printed. Now you cannot. And if there is a way that you can check on this app it is hidden so well that you can’t get to it. Now you find out that you went over on your printed pages when they charge you.,26.2.0,2026-08-11T08:57:52-07:00,us,iOS App Store,0
14415110757,G2go$0,1,Over complicated,Disappointing,26.2.0,2026-08-11T08:50:03-07:00,us,iOS App Store,0
14415028688,Mutsuko3,5,7900,Great printer,26.2.0,2026-08-11T08:26:47-07:00,us,iOS App Store,0
14415006688,Nagoiaca,5,Fax Option,It was so convenient to be able to send a fax from the comfort of my own home.,26.2.0,2026-08-11T08:20:40-07:00,us,iOS App Store,0
14414825690,SueJ.T,1,Used to be good,"Hp used to take care of their customers but for the last year, I’ve been getting terrible service. I bought a new printer because my old one was out of warranty. The new one came damaged. Required for a replacement, two weeks goes by and I didn’t receive it. Called in and apparently it was canceled and no one knows what happened. The case was escalated, still have not heard back from HP. I cancelled my subscription and w switched to seiko. BEST DECISION EVER! Highly recommend seiko!",26.2.0,2026-08-11T07:31:02-07:00,us,iOS App Store,0
14414784981,yelp fails again,2,It works different than it used to,"HP OfficeJetPro 8025e, fresh from box refused to print direct from iPhone and insisted on printing via WiFi router over the network. This meant I couldn't print from the third of my house with a weak WiFi but what the heck. After March 2026 firmware update, the printer refused to print over network so I downloaded this app. It resized MS Word document from 2 to 3 pages and wants to give me arcade games, and other stuff when I just do t want to waste more than 15 seconds of my time printing a document that looks like I expect it to. Wish I'd kept my LaserJetIII. That printer was a bulletproof tank when you knew how to write print drivers. Update 2026, still two star; HP App not ready for prime time. Scan Display shows pdf: Basic, size: Medium. No ""Continue"" button visible until you reselect highlighted values. Hidden buttons are not a good design feature.",26.2.0,2026-08-11T07:19:54-07:00,us,iOS App Store,0
14413814695,Tinyknitter,2,Poor update,Since the most recent update the print preview screen has been useless and blank. Can provide screenshot,26.2.0,2026-08-11T02:12:09-07:00,us,iOS App Store,0
14413189558,Villalba04,1,Never connects to cricut,I’ve been trying for four hours and this computer is very cheap and does not connect to cricut or print sticker circuit items,26.2.0,2026-08-10T21:56:40-07:00,us,iOS App Store,0
